distance,R,G,B,W,C
15,8,6,5,13,Y
15,6,6,5,15,Y
15,7,6,6,15,Y
15,7,6,5,17,Y
15,6,5,4,13,Y
15,8,5,4,16,Y
15,7,6,6,16,Y
15,8,6,5,17,Y
15,8,5,4,13,Y
15,8,6,5,15,Y
15,7,6,5,13,Y
15,8,5,5,17,Y
15,7,6,6,15,Y
15,7,5,4,13,Y
15,7,5,5,18,Y
15,8,6,5,13,Y
15,8,6,5,17,Y
15,7,6,6,13,Y
15,7,6,5,18,Y
15,6,6,5,18,Y
15,8,5,4,16,Y
15,6,6,6,13,Y
15,8,6,5,15,Y
15,8,6,6,18,Y
15,8,5,4,14,Y
15,8,5,6,15,Y
15,7,6,6,18,Y
15,7,5,5,17,Y
15,7,5,6,17,Y
15,6,5,5,18,Y
15,8,5,4,13,Y
15,7,6,5,14,Y
15,7,6,4,13,Y
15,8,5,4,18,Y
15,6,6,5,13,Y
15,6,5,4,16,Y
15,8,5,6,15,Y
15,8,6,6,13,Y
15,7,5,4,18,Y
15,6,6,6,17,Y
15,8,6,6,13,Y
15,7,6,6,18,Y
15,7,5,6,13,Y
15,7,6,6,18,Y
15,6,6,4,13,Y
15,8,6,5,18,Y
15,7,5,6,15,Y
15,7,5,5,15,Y
15,7,5,4,16,Y
15,7,5,5,15,Y
15,6,6,4,17,Y
15,8,6,6,14,Y
15,8,5,4,17,Y
15,8,5,6,17,Y
15,7,6,5,18,Y
15,7,6,4,14,Y
15,8,5,4,18,Y
15,8,6,5,14,Y
15,7,6,4,18,Y
15,8,6,4,13,Y
15,7,5,4,16,Y
15,7,6,4,17,Y
15,8,5,4,14,Y
15,6,5,5,15,Y
15,8,5,6,16,Y
15,6,5,4,15,Y
15,6,5,6,16,Y
15,7,5,5,13,Y
15,8,6,4,16,Y
15,7,6,5,18,Y
15,8,5,4,17,Y
15,8,6,4,16,Y
15,7,6,5,17,Y
15,7,5,4,16,Y
15,8,5,5,13,Y
15,6,6,4,15,Y
15,8,5,5,17,Y
15,8,5,6,18,Y
15,8,5,5,15,Y
15,8,6,5,14,Y
15,8,5,4,16,Y
15,7,5,4,14,Y
15,8,6,4,18,Y
15,6,5,5,13,Y
15,8,6,4,16,Y
15,7,5,4,16,Y
15,6,5,6,15,Y
15,7,6,6,18,Y
15,6,5,6,15,Y
15,8,6,5,15,Y
15,6,5,6,17,Y
15,7,6,4,16,Y
15,7,5,5,13,Y
15,6,6,6,17,Y
15,7,6,5,13,Y
15,7,6,5,17,Y
15,8,6,5,14,Y
15,6,6,4,18,Y
15,8,6,4,13,Y
15,8,5,4,14,Y
15,7,5,4,14,Y
15,8,6,4,15,Y
15,6,6,6,15,Y
15,6,6,5,16,Y
15,7,6,5,14,Y
15,8,5,4,16,Y
15,6,5,5,13,Y
15,8,5,6,15,Y
15,8,5,4,17,Y
15,8,5,5,16,Y
15,7,6,4,15,Y
15,6,5,5,17,Y
15,6,5,5,14,Y
15,8,5,6,13,Y
15,7,5,6,15,Y
15,6,6,4,13,Y
15,8,6,6,14,Y
15,7,5,4,14,Y
15,8,5,6,15,Y
15,8,5,5,16,Y
15,6,6,5,18,Y
15,6,5,4,13,Y
15,8,5,5,14,Y
15,6,5,5,16,Y
15,6,5,4,17,Y
15,7,6,5,14,Y
15,6,6,4,16,Y
15,6,5,5,17,Y
15,7,5,4,14,Y
15,7,5,6,13,Y
15,7,5,6,13,Y
15,7,6,6,18,Y
15,7,5,6,13,Y
15,7,6,4,17,Y
15,6,6,6,13,Y
15,8,6,5,15,Y
15,7,6,5,16,Y
15,7,5,6,14,Y
15,6,5,5,16,Y
15,7,5,5,14,Y
15,6,5,5,16,Y
15,7,5,4,14,Y
15,6,6,4,17,Y
15,7,5,6,15,Y
15,6,6,5,18,Y
15,8,6,5,18,Y
15,8,6,5,18,Y
15,8,5,4,18,Y
15,8,6,6,13,Y
15,6,5,5,13,Y
15,7,5,5,18,Y
15,7,6,6,13,Y
15,6,6,5,15,Y
15,7,5,6,14,Y
15,8,5,6,16,Y
15,6,6,5,14,Y
15,7,5,6,16,Y
15,7,6,4,13,Y
15,8,6,6,17,Y
15,6,5,4,14,Y
15,6,6,4,18,Y
15,7,6,6,14,Y
15,6,6,4,17,Y
15,6,5,6,15,Y
15,8,6,5,16,Y
15,7,6,6,17,Y
15,6,5,4,15,Y
15,6,6,5,16,Y
15,7,6,5,16,Y
15,7,5,6,15,Y
15,8,6,6,18,Y
15,8,6,6,17,Y
15,8,6,5,14,Y
15,7,5,4,16,Y
15,7,5,6,15,Y
15,6,5,4,14,Y
15,8,6,4,17,Y
15,8,6,5,15,Y
15,6,6,6,15,Y
15,7,5,5,15,Y
15,8,5,6,16,Y
15,7,5,4,14,Y
15,7,6,4,13,Y
15,7,6,5,15,Y
15,8,6,6,17,Y
15,8,6,5,15,Y
15,6,5,5,18,Y
15,8,6,5,18,Y
15,7,5,5,18,Y
15,8,6,5,16,Y
15,6,5,5,16,Y
15,6,5,5,18,Y
15,6,6,6,15,Y
15,6,6,4,13,Y
15,7,6,4,17,Y
15,7,5,6,13,Y
15,6,6,5,17,Y
15,8,6,6,18,Y
15,7,6,6,17,Y
15,8,5,6,16,Y
15,8,6,6,15,Y
15,6,6,4,14,Y
15,7,6,6,16,Y
15,6,6,4,16,Y
15,6,5,6,18,Y
15,7,5,5,14,Y
15,8,5,5,15,Y
15,6,6,4,15,Y
15,6,6,6,16,Y
15,8,6,5,13,Y
15,6,6,5,16,Y
15,6,5,4,14,Y
15,6,6,4,16,Y
15,7,5,5,17,Y
15,6,6,4,14,Y
15,8,5,5,17,Y
15,6,6,5,14,Y
15,7,6,5,18,Y
15,8,5,5,15,Y
15,8,5,4,13,Y
15,7,5,6,18,Y
15,6,5,5,16,Y
15,8,6,4,15,Y
15,8,6,4,15,Y
15,7,6,5,13,Y
15,7,6,5,13,Y
15,8,6,4,13,Y
15,8,5,4,14,Y
15,6,6,6,18,Y
15,7,5,4,18,Y
15,8,5,6,13,Y
15,7,6,4,13,Y
15,8,5,4,14,Y
15,7,6,6,13,Y
15,7,6,6,17,Y
15,8,5,5,13,Y
15,7,5,4,16,Y
15,6,5,5,16,Y
15,6,5,4,15,Y
15,8,5,5,16,Y
15,8,5,6,13,Y
15,6,5,4,15,Y
15,8,6,4,17,Y
15,8,6,6,16,Y
15,8,5,6,13,Y
15,8,5,4,13,Y
15,6,5,4,13,Y
15,8,6,4,15,Y
15,6,6,4,15,Y
15,8,6,4,15,Y
15,8,5,4,13,Y
15,6,6,5,14,Y
15,6,5,5,18,Y
15,7,6,4,13,Y
15,7,5,6,17,Y
15,6,6,4,13,Y
15,8,5,4,14,Y
15,8,5,5,18,Y
15,8,6,4,16,Y
15,6,5,5,18,Y
15,6,5,6,17,Y
15,6,6,5,14,Y
15,8,6,6,13,Y
15,8,6,5,13,Y
15,8,5,5,16,Y
15,8,6,5,18,Y
15,6,5,5,17,Y
15,6,5,5,14,Y
15,8,5,4,18,Y
15,6,6,5,17,Y
15,8,6,5,13,Y
15,8,6,6,15,Y
15,6,6,5,17,Y
15,8,6,4,15,Y
15,6,6,4,17,Y
15,6,5,6,17,Y
15,6,6,4,15,Y
15,6,6,6,14,Y
15,6,5,5,13,Y
15,8,6,6,16,Y
15,8,6,5,16,Y
15,6,5,5,14,Y
15,7,6,6,16,Y
15,6,6,4,15,Y
15,6,6,4,17,Y
15,7,6,5,18,Y
15,6,6,4,18,Y
15,7,6,4,18,Y
15,6,6,5,13,Y
15,7,6,4,13,Y
15,8,6,4,13,Y
15,8,5,5,16,Y
15,6,5,4,14,Y
15,6,5,4,14,Y
15,6,5,5,15,Y
15,7,6,5,18,Y
15,7,5,6,13,Y
15,6,5,6,13,Y
15,8,5,4,17,Y
15,7,5,5,16,Y
15,6,5,5,17,Y
15,7,6,4,14,Y
15,6,5,5,17,Y
15,8,5,6,13,Y
15,6,6,4,18,Y
15,8,5,5,17,Y
15,8,5,4,18,Y
15,7,6,4,18,Y
15,7,6,5,17,Y
15,8,5,5,17,Y
15,6,5,5,15,Y
15,8,6,5,18,Y
15,6,6,5,16,Y
15,6,5,4,17,Y
15,7,5,6,14,Y
15,8,6,4,13,Y
15,7,5,4,18,Y
15,6,6,5,17,Y
15,8,6,6,17,Y
15,8,5,5,15,Y
15,7,5,6,17,Y
15,8,6,4,16,Y
15,6,6,4,16,Y
15,7,6,4,15,Y
15,8,6,5,18,Y
15,6,6,4,18,Y
15,7,5,6,13,Y
15,8,6,4,16,Y
15,7,6,6,17,Y
15,8,6,5,14,Y
15,7,6,6,18,Y
15,8,6,4,16,Y
15,8,6,6,15,Y
15,6,6,6,14,Y
15,8,5,4,14,Y
15,7,5,4,16,Y
15,8,5,6,16,Y
15,8,5,4,15,Y
15,6,6,6,15,Y
15,8,5,5,14,Y
15,7,6,6,14,Y
15,8,5,6,13,Y
15,8,6,6,15,Y
15,8,6,4,15,Y
15,7,6,5,13,Y
15,8,6,5,13,Y
15,7,6,4,15,Y
15,6,5,6,17,Y
15,7,6,4,16,Y
15,7,6,5,14,Y
15,6,6,5,14,Y
15,6,6,6,14,Y
15,7,5,4,17,Y
15,7,6,4,13,Y
15,7,5,6,13,Y
15,6,5,5,13,Y
15,8,5,4,17,Y
15,8,6,6,17,Y
15,7,6,4,15,Y
15,6,6,6,13,Y
15,7,5,6,15,Y
15,8,6,6,13,Y
15,8,5,4,17,Y
15,6,5,4,14,Y
15,7,5,4,15,Y
15,6,6,6,17,Y
15,7,5,5,18,Y
15,8,6,6,18,Y
15,8,6,6,15,Y
15,7,5,5,17,Y
15,6,6,4,16,Y
15,6,5,4,17,Y
15,7,6,5,13,Y
15,6,5,5,13,Y
15,7,5,4,18,Y
15,7,5,6,16,Y
15,7,6,4,18,Y
15,7,6,4,16,Y
15,7,6,6,15,Y
15,8,5,6,15,Y
15,6,6,5,13,Y
15,8,5,6,13,Y
15,6,6,6,14,Y
15,6,6,6,16,Y
15,6,5,5,17,Y
15,7,5,5,17,Y
15,8,5,5,17,Y
3,151,110,38,245,Y
3,152,110,37,246,Y
3,152,110,38,246,Y
3,151,111,38,247,Y
3,152,110,38,247,Y
3,153,110,37,243,Y
3,151,110,38,244,Y
3,153,110,37,244,Y
3,153,110,38,243,Y
3,152,111,38,246,Y
3,153,110,37,245,Y
3,152,110,37,244,Y
3,152,111,37,243,Y
3,153,110,38,244,Y
3,152,110,37,247,Y
3,151,110,37,244,Y
3,152,111,37,245,Y
3,151,111,38,245,Y
3,153,110,38,246,Y
3,151,110,38,247,Y
3,151,110,38,243,Y
3,151,110,38,245,Y
3,151,111,37,247,Y
3,151,110,38,246,Y
3,152,111,38,246,Y
3,152,111,38,243,Y
3,152,111,37,246,Y
3,151,110,38,246,Y
3,151,111,38,247,Y
3,151,110,37,246,Y
3,152,111,37,245,Y
3,151,110,37,245,Y
3,153,110,37,244,Y
3,153,110,38,243,Y
3,153,111,37,244,Y
3,151,110,38,244,Y
3,153,111,38,243,Y
3,152,110,37,244,Y
3,152,111,38,247,Y
3,153,110,37,247,Y
3,151,111,37,246,Y
3,152,110,38,247,Y
3,153,110,38,247,Y
3,152,111,37,247,Y
3,153,110,37,243,Y
3,151,111,38,245,Y
3,152,111,38,246,Y
3,153,111,38,243,Y
3,153,110,38,247,Y
3,151,110,38,246,Y
3,152,111,37,246,Y
3,153,110,38,246,Y
3,153,111,37,244,Y
3,152,111,38,247,Y
3,152,111,37,247,Y
3,152,111,37,243,Y
3,152,111,37,246,Y
3,153,111,38,243,Y
3,153,111,38,243,Y
3,151,111,38,247,Y
3,153,110,38,246,Y
3,153,110,37,245,Y
3,153,110,38,246,Y
3,153,111,38,246,Y
3,153,110,38,246,Y
3,153,110,37,247,Y
3,153,110,38,243,Y
3,153,110,37,243,Y
3,153,110,38,245,Y
3,151,111,38,245,Y
3,151,111,37,243,Y
3,151,110,37,245,Y
3,151,110,37,245,Y
3,151,111,38,245,Y
3,152,111,38,245,Y
3,151,110,37,247,Y
3,152,111,37,244,Y
3,153,111,38,244,Y
3,152,110,37,245,Y
3,151,111,37,245,Y
3,151,110,37,244,Y
3,153,111,37,244,Y
3,152,110,38,246,Y
3,153,111,38,243,Y
3,152,111,37,246,Y
3,152,110,37,244,Y
3,151,110,38,247,Y
3,152,111,37,244,Y
3,151,110,37,246,Y
3,152,111,37,245,Y
3,151,110,37,245,Y
3,153,111,38,244,Y
3,153,110,38,247,Y
3,152,110,38,244,Y
3,152,111,37,246,Y
3,153,110,37,246,Y
3,152,110,38,246,Y
3,151,111,37,243,Y
3,152,110,38,243,Y
3,153,110,38,245,Y
3,151,110,38,244,Y
3,152,111,37,243,Y
3,153,111,38,243,Y
3,153,111,37,244,Y
3,151,111,37,245,Y
3,152,111,37,244,Y
3,152,111,38,246,Y
3,153,110,38,245,Y
3,153,111,37,244,Y
3,151,111,37,245,Y
3,153,111,37,244,Y
3,151,110,38,243,Y
3,153,111,38,246,Y
3,153,111,37,243,Y
3,151,110,38,245,Y
3,152,111,37,244,Y
3,152,110,38,247,Y
3,151,110,38,244,Y
3,151,110,37,245,Y
3,153,110,38,247,Y
3,153,110,37,246,Y
3,151,110,38,243,Y
3,151,111,38,245,Y
3,152,110,38,247,Y
3,153,111,37,244,Y
3,153,110,38,243,Y
3,152,111,38,244,Y
3,153,110,37,244,Y
3,153,110,37,244,Y
3,152,110,38,246,Y
3,151,111,38,243,Y
3,152,111,38,245,Y
3,151,111,37,246,Y
3,153,110,38,246,Y
3,151,110,38,247,Y
3,152,111,38,244,Y
3,152,110,37,247,Y
3,151,110,38,245,Y
3,151,110,38,245,Y
3,153,111,37,245,Y
3,151,111,38,246,Y
3,152,110,38,244,Y
3,151,111,37,243,Y
3,152,111,38,244,Y
3,151,110,38,244,Y
3,153,111,37,243,Y
3,153,110,38,245,Y
3,152,111,37,246,Y
3,153,111,38,245,Y
3,151,111,37,247,Y
3,151,110,38,243,Y
3,152,110,37,243,Y
3,152,110,37,247,Y
3,153,110,38,247,Y
3,151,111,37,244,Y
3,153,111,38,245,Y
3,153,110,38,246,Y
3,152,111,37,247,Y
3,151,111,37,247,Y
3,151,110,38,247,Y
3,152,110,38,245,Y
3,153,110,38,243,Y
3,151,110,37,245,Y
3,151,110,38,246,Y
3,152,111,37,245,Y
3,153,110,38,244,Y
3,153,111,38,243,Y
3,153,110,38,244,Y
3,153,111,38,244,Y
3,152,110,37,245,Y
3,153,110,38,245,Y
3,152,111,38,243,Y
3,151,110,37,246,Y
3,151,110,38,244,Y
3,153,110,38,246,Y
3,151,111,38,243,Y
3,151,110,37,245,Y
3,152,110,38,247,Y
3,151,110,37,245,Y
3,151,110,37,247,Y
3,153,110,38,246,Y
3,151,111,37,245,Y
3,153,110,37,245,Y
3,152,111,37,246,Y
3,151,111,37,245,Y
3,151,111,38,243,Y
3,152,110,37,243,Y
3,151,110,37,246,Y
3,152,110,38,243,Y
3,151,110,37,247,Y
3,153,110,37,246,Y
3,151,111,37,247,Y
3,151,110,38,247,Y
3,152,111,37,244,Y
3,152,110,38,244,Y
3,153,111,37,244,Y
3,152,111,37,246,Y
3,152,110,38,245,Y
3,152,111,38,246,Y
3,151,110,38,245,Y
3,151,110,37,244,Y
3,153,111,38,247,Y
3,152,111,38,245,Y
3,152,111,37,243,Y
3,153,111,38,243,Y
3,152,110,38,243,Y
3,153,111,37,247,Y
3,152,111,38,245,Y
3,152,111,37,244,Y
3,152,111,37,247,Y
3,151,111,37,245,Y
3,153,111,38,243,Y
3,151,110,38,246,Y
3,151,110,38,247,Y
3,153,110,37,246,Y
3,151,110,38,243,Y
3,151,110,38,246,Y
3,152,110,38,246,Y
3,153,110,38,246,Y
3,151,110,38,247,Y
3,151,110,37,244,Y
3,152,110,38,246,Y
3,151,110,38,247,Y
3,153,110,38,244,Y
3,153,110,37,244,Y
3,153,110,38,245,Y
3,153,111,38,245,Y
3,152,111,38,247,Y
3,152,111,37,244,Y
3,151,110,37,243,Y
3,151,111,37,246,Y
3,151,110,37,243,Y
3,151,110,37,243,Y
3,152,110,37,244,Y
3,152,111,37,246,Y
3,151,110,38,245,Y
3,152,111,37,247,Y
3,152,110,37,243,Y
3,153,110,38,244,Y
3,151,110,37,245,Y
3,153,110,38,246,Y
3,153,111,38,246,Y
3,151,111,38,246,Y
3,152,111,38,247,Y
3,153,111,38,246,Y
3,152,111,37,244,Y
3,151,110,37,246,Y
3,152,110,38,245,Y
3,152,110,38,243,Y
3,152,110,37,244,Y
3,153,110,38,244,Y
3,151,111,38,245,Y
3,152,110,37,245,Y
3,153,111,37,244,Y
3,151,110,38,243,Y
3,153,110,37,246,Y
3,152,111,38,245,Y
3,153,111,38,246,Y
3,152,111,38,245,Y
3,153,110,38,243,Y
3,153,111,37,247,Y
3,153,111,37,246,Y
3,153,110,37,245,Y
3,152,111,37,244,Y
3,151,110,38,244,Y
3,152,110,38,245,Y
3,151,111,37,246,Y
3,151,110,38,243,Y
3,152,111,38,243,Y
3,153,110,37,243,Y
3,152,111,37,243,Y
3,151,110,37,243,Y
3,151,110,38,246,Y
3,153,111,38,243,Y
3,153,111,38,243,Y
3,151,110,37,243,Y
3,153,110,38,247,Y
3,151,111,38,246,Y
3,151,111,37,245,Y
3,153,110,37,244,Y
3,153,111,38,247,Y
3,152,111,37,243,Y
3,151,110,37,246,Y
3,151,110,38,244,Y
3,153,111,37,246,Y
3,151,110,38,243,Y
3,151,110,38,246,Y
3,153,111,37,243,Y
3,152,111,38,243,Y
3,152,110,38,247,Y
3,151,110,38,247,Y
3,151,110,38,244,Y
3,153,111,38,244,Y
3,151,110,37,246,Y
3,153,111,38,245,Y
3,152,111,37,247,Y
3,152,111,37,243,Y
3,153,111,38,247,Y
3,151,111,37,247,Y
3,153,111,38,245,Y
3,152,110,37,243,Y
3,151,110,37,246,Y
3,151,110,37,243,Y
3,152,111,38,247,Y
3,153,110,37,247,Y
3,151,111,38,246,Y
3,153,111,37,244,Y
3,153,111,37,245,Y
3,151,111,38,244,Y
3,153,111,38,244,Y
3,152,110,37,243,Y
3,151,110,37,245,Y
3,153,110,38,245,Y
3,151,110,38,244,Y
3,153,111,37,245,Y
3,151,110,38,246,Y
3,151,111,38,246,Y
3,151,111,38,243,Y
3,153,111,38,244,Y
3,151,111,38,247,Y
3,151,110,37,244,Y
3,152,110,37,243,Y
3,152,110,38,246,Y
3,152,110,38,246,Y
3,152,111,38,244,Y
3,153,110,37,246,Y
3,152,111,37,246,Y
3,153,110,38,243,Y
3,151,110,37,243,Y
3,153,111,37,245,Y
3,153,110,37,244,Y
3,151,110,37,244,Y
3,152,110,37,245,Y
3,151,111,38,243,Y
3,153,111,37,247,Y
3,151,110,37,247,Y
3,152,111,38,245,Y
3,153,111,37,246,Y
3,153,110,37,243,Y
3,153,110,38,245,Y
3,151,111,37,247,Y
3,151,110,37,244,Y
3,153,111,37,246,Y
3,152,111,38,245,Y
3,152,110,37,243,Y
3,152,110,37,244,Y
3,151,110,38,247,Y
3,151,111,37,246,Y
3,152,111,38,246,Y
3,152,111,38,244,Y
3,153,111,38,244,Y
3,151,111,38,246,Y
3,151,111,37,245,Y
3,152,111,38,247,Y
3,152,110,38,245,Y
3,153,110,38,247,Y
3,152,111,37,245,Y
3,151,110,37,247,Y
3,152,110,38,245,Y
3,152,111,37,243,Y
3,153,111,37,245,Y
3,153,110,38,244,Y
3,153,110,37,246,Y
3,151,110,37,243,Y
3,153,111,37,245,Y
3,153,110,37,245,Y
3,153,110,38,243,Y
3,153,110,37,247,Y
3,151,110,38,246,Y
3,153,111,38,247,Y
3,151,111,38,244,Y
3,153,111,37,243,Y
3,152,110,38,247,Y
3,151,110,38,244,Y
3,151,111,38,243,Y
3,152,110,37,244,Y
3,152,110,37,247,Y
3,151,110,38,247,Y
3,152,111,37,247,Y
3,153,110,38,246,Y
3,152,110,38,244,Y
3,151,110,37,247,Y
3,152,110,37,243,Y
3,152,111,38,247,Y
3,152,111,38,245,Y
3,152,111,38,245,Y
3,151,110,38,245,Y
3,152,111,38,243,Y
3,153,111,37,245,Y
3,151,111,38,243,Y
3,152,111,38,247,Y
3,151,110,37,247,Y
3,152,111,38,247,Y
3,153,111,38,243,Y
3,152,111,38,243,Y
3,151,110,37,246,Y
3,152,111,37,245,Y
3,151,110,38,247,Y
3,151,111,38,246,Y
3,153,111,38,244,Y
3,152,110,37,246,Y
3,151,111,37,244,Y
3,153,110,38,246,Y
3,151,110,38,246,Y
3,153,111,38,247,Y
3,151,110,37,247,Y
3,152,111,37,247,Y
3,151,110,37,245,Y
3,153,111,38,245,Y
3,152,111,37,243,Y
3,151,111,37,245,Y
3,151,110,37,243,Y
3,153,111,38,244,Y
3,151,111,38,247,Y
3,153,111,38,247,Y
3,153,110,37,244,Y
3,152,111,37,246,Y
3,151,111,38,244,Y
3,151,111,37,246,Y
3,152,111,38,244,Y
3,151,110,37,244,Y
3,151,111,38,244,Y
3,152,111,37,245,Y
3,151,110,37,243,Y
3,153,110,37,245,Y
3,153,110,38,245,Y
3,152,111,38,243,Y
3,152,110,37,243,Y
3,151,110,37,245,Y
3,152,110,37,246,Y
3,153,111,37,247,Y
3,153,110,38,245,Y
3,152,111,37,243,Y
3,152,111,37,245,Y
3,151,110,37,246,Y
3,152,110,38,245,Y
3,151,111,38,245,Y
3,152,111,38,245,Y
3,153,110,38,243,Y
3,153,110,37,245,Y
3,153,111,38,247,Y
3,151,111,37,245,Y
3,152,111,38,247,Y
3,151,110,38,246,Y
3,152,111,38,244,Y
3,151,110,38,244,Y
3,152,111,37,246,Y
3,153,111,38,244,Y
3,153,111,38,244,Y
3,153,111,37,247,Y
3,152,111,37,243,Y
3,152,111,37,243,Y
3,153,110,38,243,Y
3,152,111,37,243,Y
3,151,110,37,247,Y
3,152,111,37,243,Y
3,152,110,38,243,Y
3,152,111,37,246,Y
3,151,110,38,246,Y
3,151,110,37,243,Y
3,153,110,38,246,Y
3,152,111,37,244,Y
3,152,110,38,247,Y
3,153,111,37,246,Y
3,152,111,38,247,Y
3,151,110,38,244,Y
3,152,111,37,246,Y
3,151,110,37,247,Y
3,152,110,37,244,Y
3,153,111,37,244,Y
3,153,110,38,243,Y
3,152,111,37,247,Y
3,152,111,38,246,Y
3,151,111,37,243,Y
3,153,110,37,247,Y
3,152,111,38,244,Y
3,151,111,38,243,Y
3,151,110,38,247,Y
3,152,110,37,247,Y
3,152,111,37,244,Y
3,151,110,38,246,Y
3,152,111,37,245,Y
3,153,111,38,245,Y
3,153,111,38,247,Y
3,151,111,38,243,Y
3,153,111,38,244,Y
3,152,111,38,245,Y
3,151,111,38,244,Y
3,152,111,37,245,Y
3,151,111,38,243,Y
3,152,110,38,243,Y
3,153,111,37,243,Y
3,151,110,38,243,Y
3,151,111,38,244,Y
3,152,110,38,246,Y
3,152,111,38,244,Y
3,152,110,37,246,Y
3,153,110,38,243,Y
3,153,111,38,245,Y
3,152,110,38,243,Y
3,152,110,38,247,Y
3,152,111,37,243,Y
3,153,110,37,246,Y
3,153,110,37,243,Y
3,151,111,37,243,Y
3,151,111,37,244,Y
3,151,111,38,244,Y
3,152,110,38,245,Y
3,153,110,38,246,Y
3,151,111,37,245,Y
3,151,110,37,243,Y
3,151,111,38,244,Y
3,152,110,38,246,Y
3,153,110,38,245,Y
3,152,110,38,247,Y
3,152,110,38,247,Y
3,151,111,38,243,Y
3,153,111,38,245,Y
3,153,110,37,245,Y
3,153,110,38,247,Y
3,152,111,38,244,Y
3,152,111,37,246,Y
3,151,111,38,246,Y
3,151,110,37,247,Y
3,153,110,37,247,Y
3,151,110,38,244,Y
3,151,111,38,245,Y
3,151,111,38,247,Y
3,152,110,37,247,Y
3,152,110,37,243,Y
3,151,111,38,244,Y
3,151,111,38,244,Y
3,153,110,37,247,Y
3,152,111,37,246,Y
3,153,111,37,247,Y
3,152,111,38,246,Y
3,152,111,38,245,Y
3,153,110,37,243,Y
3,151,111,38,246,Y
3,151,111,37,246,Y
3,153,110,37,245,Y
3,152,110,38,246,Y
3,151,110,38,247,Y
3,153,111,38,243,Y
3,152,110,38,246,Y
3,152,111,37,244,Y
3,152,110,38,243,Y
3,151,110,38,245,Y
3,152,110,38,244,Y
3,151,111,37,243,Y
3,152,110,38,245,Y
3,151,111,37,246,Y
3,153,110,38,244,Y
3,151,110,37,244,Y
3,152,110,38,243,Y
3,153,110,37,244,Y
3,153,111,37,246,Y
3,153,111,37,243,Y
3,152,111,38,243,Y
3,151,110,37,243,Y
3,152,110,37,246,Y
3,153,110,37,246,Y
3,151,111,38,243,Y
3,152,110,38,244,Y
3,151,111,37,246,Y
3,153,111,38,243,Y
3,153,110,38,247,Y
3,151,111,38,243,Y
3,153,110,38,247,Y
3,151,110,37,244,Y
3,151,111,38,247,Y
3,151,110,38,247,Y
3,151,111,37,243,Y
3,152,110,38,245,Y
3,152,110,38,246,Y
3,152,111,38,245,Y
3,152,110,38,247,Y
3,153,110,38,243,Y
3,153,111,37,244,Y
3,152,110,38,247,Y
3,153,110,37,247,Y
3,152,110,37,245,Y
3,153,111,38,246,Y
3,152,110,38,244,Y
3,152,111,37,245,Y
3,152,111,38,244,Y
3,153,110,38,247,Y
3,152,110,37,246,Y
3,151,111,38,243,Y
3,152,110,37,246,Y
3,152,111,38,246,Y
3,152,110,37,247,Y
3,151,111,38,244,Y
3,153,110,37,244,Y
3,153,110,38,247,Y
3,151,110,38,247,Y
3,153,111,38,247,Y
3,152,110,38,245,Y
3,151,111,38,244,Y
3,153,111,38,244,Y
3,153,111,38,244,Y
3,153,110,38,245,Y
3,153,111,37,245,Y
3,152,111,37,246,Y
3,151,110,38,247,Y
3,152,111,38,243,Y
3,152,111,38,244,Y
3,153,111,37,245,Y
3,152,110,38,244,Y
3,152,110,38,245,Y
3,153,110,37,247,Y
3,152,111,38,247,Y
3,151,110,38,246,Y
3,152,110,38,243,Y
3,153,111,38,243,Y
3,151,111,37,247,Y
3,152,110,37,247,Y
3,151,110,37,246,Y
3,153,111,37,243,Y
3,151,110,38,247,Y
3,153,110,37,246,Y
3,152,110,37,246,Y
3,153,110,37,245,Y
3,151,111,38,245,Y
3,152,110,37,244,Y
3,153,111,38,247,Y
3,152,111,37,245,Y
3,151,110,38,245,Y
3,152,111,37,246,Y
3,153,110,38,244,Y
3,153,110,38,247,Y
3,153,110,38,245,Y
3,152,111,37,245,Y
3,153,111,38,247,Y
3,152,111,38,245,Y
3,153,110,38,244,Y
3,151,111,37,244,Y
3,153,110,38,246,Y
3,151,111,37,245,Y
3,151,111,38,243,Y
3,153,111,38,244,Y
3,151,111,38,244,Y
3,153,110,37,244,Y
3,153,111,37,244,Y
3,151,110,37,246,Y
3,151,111,37,247,Y
3,153,110,38,245,Y
3,151,110,38,245,Y
3,153,110,38,243,Y
3,151,111,37,243,Y
3,151,110,37,246,Y
3,151,111,37,245,Y
3,151,111,37,247,Y
3,151,111,37,246,Y
3,153,111,38,243,Y
3,153,111,38,246,Y
3,151,111,38,243,Y
3,153,110,37,245,Y
3,153,111,38,244,Y
3,152,110,38,244,Y
3,151,111,37,243,Y
3,153,110,37,245,Y
3,153,111,37,245,Y
3,151,111,37,243,Y
3,153,110,37,244,Y
3,153,111,37,244,Y
3,151,110,37,247,Y
3,152,111,38,247,Y
3,153,110,37,245,Y
3,152,110,38,243,Y
3,152,111,38,245,Y
3,151,110,38,247,Y
3,151,110,37,246,Y
3,153,110,37,247,Y
3,151,111,38,245,Y
3,152,110,37,245,Y
3,151,111,37,246,Y
3,151,110,37,245,Y
3,152,111,38,244,Y
3,151,111,38,244,Y
3,153,110,37,245,Y
3,153,110,38,245,Y
3,153,110,38,247,Y
3,152,110,37,245,Y
3,151,111,38,243,Y
3,151,111,38,244,Y
3,151,111,38,246,Y
3,152,111,37,247,Y
